,product_name,product_category,Revenue,ItemsSold,Contribution_to_Revenue
1946,Columbia Men's Big Glennaker Lake Rain Jacket,Outerwear & Coats,75.0,1,0.015115527358420002
1947,Lucky Brand 361 Vintage Straight Men's Corduroy Pants,Pants,75.0,1,0.015115527358420002
1948,Calvin Klein Mens Body 3 Pack Slim Fit Short Sleeve V-Neck Tee,Underwear,75.0,2,0.015115527358420002
1949,Oakley Men's Faster Boardshort,Swim,75.0,1,0.015115527358420002
1950,Hurley Juniors Citizen Zip Fleece,Fashion Hoodies & Sweatshirts,75.0,1,0.015115527358420002
1951,Reyn Spooner Men's Island Living Elastic Trunk,Swim,75.0,1,0.015115527358420002
1952,John Varvatos Star USA Men's Striped Leather Belt,Accessories,75.0,1,0.015115527358420002
1953,Naturally by Derek Rose Men's Lounge Sleep Tee Shirt,Sleep & Lounge,75.0,1,0.015115527358420002
1954,Beyond Yoga Women's Low Rise Capri,Active,75.0,1,0.015115527358420002
1955,Reyn Spooner Men's Pa'a Classic Swim Trunk,Swim,75.0,1,0.015115527358420002
1956,Dosh 3 Card Lux Money Clip Wallet,Accessories,75.0,1,0.015115527358420002
1957,La Blanca Hike in Hawaii Shirred Skirted Hipster Bottom,Swim,75.0,1,0.015115527358420002
1958,Betsey Johnson Women's Tricot Lace Panel Slip,Sleep & Lounge,75.0,1,0.015115527358420002
1959,Body Glove Men's Vaporskin Amphibious Hybrid Boardshort,Swim,75.0,1,0.015115527358420002
1960,Dosh 6 Card Lux Stainless Steel Money Clip Wallet,Accessories,75.0,1,0.015115527358420002
1961,Lucky Brand Men's 181 Relaxed Fit Straight Leg Jeans,Jeans,75.0,1,0.015115527358420002
1962,Reyn Spooner Men's Wa I'a Swim Trunk,Swim,75.0,1,0.015115527358420002
1963,Silver Jeans Men's Konrad Slim Fit Jean,Jeans,75.0,1,0.015115527358420002
1964,Mountain Hardwear Women's Butter Zippity Shirt,Tops & Tees,75.0,1,0.015115527358420002
1965,Smartwool Women's Microweight Bottoms,Active,75.0,1,0.015115527358420002
1966,Cheap Monday Men's Four Coated Tapered Leg Jean,Jeans,75.0,1,0.015115527358420002
1967,DC Men's DC Skinny Denim Pant,Jeans,75.0,1,0.015115527358420002
1968,Nautica Sleepwear Women's Sateen Pajama Set,Sleep & Lounge,75.0,1,0.015115527358420002
1969,Nippies Skin - Reusable Natural Looking Ultra Thin Matte Silicone Nipple Cover Pasties - ADHESIVE - BEIGE,Intimates,75.0,3,0.015115527358420002
1970,Life is good. Womens French Bliss Heathered Zippity - Soft Purple - XXL,Fashion Hoodies & Sweatshirts,75.0,1,0.015115527358420002
1971,Carhartt Women's Hooded Sweatshirt,Plus,75.0,1,0.015115527358420002
1972,Eurosocks Women's Snow Skiing Sock,Active,75.0,3,0.015115527358420002
1973,neff Men's Freshman Jacket,Fashion Hoodies & Sweatshirts,75.0,1,0.015115527358420002
1974,Merry Modes Scarlett O'Hara Petticoat Gripper Waist Slip 2415GW,Intimates,75.0,1,0.015115527358420002
1975,Oakley Men's Take Pant,Pants,75.0,1,0.015115527358420002
1976,Bloomingdales Mens Store Pure Cashmere Polo Sweater 3-Buttons Black Long Sleeves,Sweaters,75.0,1,0.015115527358420002
1977,Women's Wintersweet Full Zip Fitted Hoody Tops by Under Armour,Active,74.98999786376953,1,0.015113511524235545
1978,Playtex Women's Playtex Posture Back 4643,Intimates,74.98999786376953,1,0.015113511524235545
1979,Womama Designer Nursing and Maternity Nightie,Maternity,74.98999786376953,1,0.015113511524235545
1980,Under Armour Men's Base 3.0 Crew Shirt,Tops & Tees,74.98999786376953,1,0.015113511524235545
1981,Carhartt Men's Sandstone Hooded Multi Pocket Vest Sherpa Lined,Outerwear & Coats,74.98999786376953,1,0.015113511524235545
1982,Polo Ralph Lauren Men Big Pony Logo Classic Fit Polo T-shirt,Tops & Tees,74.98999786376953,1,0.015113511524235545
1983,Ed Hardy Men's Eagle Tiger Lounge Shorts - Rose Sand,Sleep & Lounge,74.96999931335449,3,0.015109481009089848
1984,Electric Blue and Black tartan plaid check tie cord flannel cotton pants for lounging sleep sports. Unisex relaxed fit,Sleep & Lounge,74.96999931335449,3,0.015109481009089848
1985,Columbia Women's Cabled Cutie Tunic Sweater,Sweaters,74.94999694824217,1,0.015105449725128669
1986,Arbor Men's The Arbor Hoodie,Fashion Hoodies & Sweatshirts,74.94999694824217,1,0.015105449725128669
1987,Mountain Hardwear Women's Windrush Jacket,Outerwear & Coats,74.94999694824217,1,0.015105449725128669
1988,Nomis NHL3 Hoodie Canucks Blue Mens,Fashion Hoodies & Sweatshirts,74.94999694824217,1,0.015105449725128669
1989,Volcom Men's Solid Heather Short Sleeve V Neck Tee,Tops & Tees,74.85000228881836,3,0.01508529676499245
1990,Paul Fredrick Wool \ Cashmere Herringbone Sweater Vest,Sweaters,74.5,1,0.015014757176030536
1991,Paul Fredrick Wool Blend Fair Isle Sweater Vest,Sweaters,74.5,1,0.015014757176030536
1992,Quiksilver Men's Long Shufe,Tops & Tees,74.5,1,0.015014757176030536
1993,Fox Racing Drift Girls Hoody Pullover Sports Sweatshirt/Sweater - Charcoal Heather,Fashion Hoodies & Sweatshirts,74.5,1,0.015014757176030536
1994,Anne Klein Women's Petite Dress,Dresses,74.44999694824217,1,0.015004679542739202
1995,Quiksilver Cypher DNA Boardshorts White,Swim,74.40000152587889,2,0.01499460344707883
1996,Casual Moments Women's Set-In Belt Baby Terry Wrap Shawl,Sleep & Lounge,74.37999725341795,2,0.014990571778709915
1997,Calvin Klein Sportswear Men's Ombre Button Mock Neck Sweater,Sweaters,74.33999633789062,1,0.014982509979603046
1998,Ben Sherman Men's Lightly Washed Oxford Shorts,Shorts,74.25,1,0.014964372084835802
1999,Beyond Yoga Women's Gathered Legging,Active,74.0,1,0.014913986993641068
2000,Wrangler Men's Western Boot Cut Jean Regular,Jeans,74.0,2,0.014913986993641068
2001,Pendleton Men's Pajama Set,Sleep & Lounge,74.0,1,0.014913986993641068
2002,Womens Cashmere & Merino V Neck Sweater,Sweaters,74.0,2,0.014913986993641068
2003,Vigoss Juniors Skinny 5 Pocket Velvet Jean,Jeans,74.0,1,0.014913986993641068
2004,Splendid Women's Rib Henley,Tops & Tees,74.0,1,0.014913986993641068
2005,American Apparel Slim Slack,Pants,74.0,1,0.014913986993641068
2006,Hard tail ankle Jeggings (black),Leggings,74.0,1,0.014913986993641068
2007,Oscar de la Renta Women's Coastal Retreat Chemise,Intimates,74.0,1,0.014913986993641068
2008,Big Star Women's Joey Short,Shorts,74.0,1,0.014913986993641068
2009,Vigoss Juniors Skinny Bootcut Jean,Jeans,74.0,1,0.014913986993641068
2010,Extra Firm Control Torsette Full Slip,Intimates,74.0,1,0.014913986993641068
2011,Eileen West Women's Cascade Ballet Nightgown,Sleep & Lounge,74.0,1,0.014913986993641068
2012,Levi's Men's 569 Loose Straight Back Off Seam Jean,Jeans,74.0,1,0.014913986993641068
2013,Haggar Men's Micro Tic Straight Fit Single Pleat Pant,Pants,73.9800033569336,2,0.01490995686290311
2014,Isotoner Women's Button Cashmere Lined Glove,Accessories,73.9800033569336,2,0.01490995686290311
2015,Muk Luks Men's Ragg Wool Slipper Sock,Socks,73.9800033569336,2,0.01490995686290311
2016,Mens Dress Vest Pink Paisleys Formal Vest for Wedding Gift Set Match Necktie for Men Cufflinks Handkerchief Solid Bow Tie for Tuxedo Vs1014,Suits & Sport Coats,73.90000152587889,2,0.014893833264689363
2017,ROMEO & JULIET COUTURE Ridge Knit Turtleneck Sweater [RJ26505],Sweaters,73.90000152587889,2,0.014893833264689363
2018,Sequined Mesh Halter Bustier & Satin G-String Set,Intimates,73.90000152587889,2,0.014893833264689363
2019,State O Maine Big and Tall Tartan Flannel Pajama,Sleep & Lounge,73.76000213623047,2,0.014865617736630792
2020,Native Eyewear Dash XP Sunglasses,Accessories,73.70999908447266,1,0.014855540103339462
2021,Body Glove Men's Voodoo Windward Boardshort,Swim,73.5,2,0.014813216811251601
2022,DL1961 Women's Stella Short,Shorts,73.5,1,0.014813216811251601
2023,NOM Women's Maternity Harrison Trouser,Maternity,73.5,1,0.014813216811251601
2024,Karen Kane Women's Plus-Size Cheetah Drape Jacket,Blazers & Jackets,73.1500015258789,1,0.014742677991105166
2025,7 Diamonds Men's Ace Of Spades Woven,Tops & Tees,73.02999877929686,1,0.014718492593784546
2026,Va Bien Strapless Lowback Bodysuit with Legs (1294),Intimates,73.0,1,0.014712446628862135
2027,Calvin Klein Men's Cotton Stretch 2 Pack Trunk,Underwear,73.0,2,0.014712446628862135
2028,Fox Juniors Strike Long Sleeve Hooded Knit Shirt,Fashion Hoodies & Sweatshirts,73.0,2,0.014712446628862135
2029,Hobo  Sadie Wallet,Accessories,72.98999786376953,1,0.014710430794677678
2030,Ugly Sweater - The Kosby Sweater by Skedouche,Sweaters,72.98999786376953,1,0.014710430794677678
2031,G-star Women's Nancy Long-Sleeve Cardigan Sweater,Sweaters,72.95999908447266,1,0.014704384829755262
2032,Dept Denim Department Women's Lurex Boucle Jacket,Blazers & Jackets,72.77999877929686,1,0.014668107502589813
2033,Bellfield Mens B Remi Woollen Jacket,Suits & Sport Coats,72.61000061035155,1,0.014633846009608823
2034,Isaac Mizrahi Jeans Women's Blair Blazer,Blazers & Jackets,72.58000183105469,1,0.014627800044686412
2035,Calvin Klein Sportswear Men's Links Stitched Cardigan Sweater,Sweaters,72.5,1,0.014611676446472668
2036,Hobo  Women's Sadie VI-32059AUTP Wallet,Accessories,72.37000274658203,1,0.014585476752598551
2037,Rebecca Minkoff Women's Hali Cut Out Clamcake Short,Shorts,72.16999816894531,1,0.01454516775706419
2038,Henry & Belle Womens Ideal Knee Length Jean Shorts,Shorts,72.0,1,0.014510906264083202
2039,Fit 4 U Women's Power Flower Surplice Tank,Swim,72.0,1,0.014510906264083202
2040,Freya Dotty Nursing Bra (2034),Maternity,72.0,1,0.014510906264083202
2041,Prego Dot Retro Halter Maternity Tankini,Maternity,72.0,1,0.014510906264083202
2042,Lamaze Lace Trim Soft Cup Microfiber Nursing Bra,Maternity,72.0,3,0.014510906264083202
2043,Matix Men's Asher Borough 2 Hoodie,Fashion Hoodies & Sweatshirts,72.0,1,0.014510906264083202
2044,Burnside Men's Footrest Ripstop Short,Shorts,72.0,2,0.014510906264083202
2045,WeekenderÂ® Traveler Air Vest,Outerwear & Coats,72.0,1,0.014510906264083202
2046,Hoodie Buddie Men's Varsity Jacket Hoodie,Fashion Hoodies & Sweatshirts,72.0,1,0.014510906264083202
2047,Matix Men's Gripper Denim Pant,Jeans,72.0,1,0.014510906264083202
2048,Speedo Womens Xtra Life Lycra Optic Splice Tankini Set With Hydro Bra,Swim,72.0,1,0.014510906264083202
2049,Ingrid & Isabel Hipster Bottom,Maternity,72.0,1,0.014510906264083202
2050,Wrightsock Unisex 3-Pack Coolmesh Crew Socks,Socks,72.0,2,0.014510906264083202
2051,Felina Lush Lace Camisole Daywear (MEDIUM White),Intimates,72.0,2,0.014510906264083202
2052,Hugo Boss Pure Cotton V-Neck T-Shirt 3-Pack,Tops & Tees,72.0,2,0.014510906264083202
2053,Champion Men's Caliber Pant,Active,72.0,2,0.014510906264083202
2054,Columbia Men's Watertight Jacket,Outerwear & Coats,72.0,1,0.014510906264083202
2055,Pure Cashmere Cable Knit Socks for Women Made in Scotland,Socks & Hosiery,72.0,1,0.014510906264083202
2056,Metal Mulisha Juniors Ladies Hoody,Fashion Hoodies & Sweatshirts,72.0,1,0.014510906264083202
2057,Tri-Mountain Men's Big And Tall All-Season Water Resistant Hooded Jacket. 3600,Outerwear & Coats,71.98999786376953,1,0.014508890429898745
2058,Roxy Juniors Endless Summer Roll Up Short,Shorts,71.95999908447266,2,0.014502844464976329
2059,Carhartt Women's Womens Jackson Shirt,Tops & Tees,71.94999694824219,1,0.014500828630791872
2060,LRG United Nations TS Raw Black Jean,Jeans,71.94999694824219,1,0.014500828630791872
2061,Only Hearts Women's I Heart Leggings Fair Isle Legging,Leggings,71.47000122070312,1,0.01440409011677132
2062,Jessica Howard Women's Rosy Mob Jacket Dress,Dresses,71.30999755859375,1,0.014371842920343832
2063,parke & ronen Men's Stripe Meridian Brief,Swim,71.25,1,0.014359750990499002
2064,Speedo Women's Primal Splice Flyback Life Lycra Swimsuit,Swim,71.06999969482422,1,0.014323473663333555
2065,Minus33 100% Merino Wool Base Layer 706 MidWeight Bottoms,Jeans,71.0,1,0.014309365899304267
2066,Neon Buddha Women's Halton Tunic,Tops & Tees,71.0,1,0.014309365899304267
2067,Seafolly Women's Seaview Loop Tiesidehipster,Swim,71.0,1,0.014309365899304267
2068,Only Hearts Women's Double Knit Mid Thigh Pencil Skirt,Skirts,71.0,1,0.014309365899304267
2069,TYR Sport Women's Reversible Solid Diamondback Swim Suit,Swim,70.94999694824219,1,0.01429928826601294
2070,Hanro Men's Long Island Solid Knit Boxer,Sleep & Lounge,70.58999633789062,1,0.014226733611682047
2071,Smartwool Men's PhD Ski Ultra Light Sock,Socks,70.37999725341797,2,0.014184410319594186
2072,Reef Men's Flower Peddler Swimwear,Swim,70.0,1,0.014107825534525335
2073,Sofie Women's 100% Cashmere Long-Sleeve Crew-Neck Sweater,Sweaters,70.0,1,0.014107825534525335
2074,Adidas Men's Basketball 3-Stripe Pants,Active,70.0,2,0.014107825534525335
2075,Oakley Men's Protection Hoodie,Fashion Hoodies & Sweatshirts,70.0,1,0.014107825534525335
2076,Danny & Nicole Women's Long Sleeve Crepe  Jacket & pantset,Suits,70.0,1,0.014107825534525335
2077,Vitalsox Vt1211 Graduated Compression Performance Patented Recovery Socks with Dry Stat,Active,70.0,2,0.014107825534525335
2078,Majestic International Women's Ladies Fleece Navidad Shawl Robe,Sleep & Lounge,70.0,1,0.014107825534525335
2079,Volcom Men's Solid Long Sleeve Thrash Guard,Swim,70.0,2,0.014107825534525335
2080,Men's Dark Purple Paisley Jacquard Suit Vest and Neck Tie Set,Suits & Sport Coats,70.0,2,0.014107825534525335
2081,One Pair Beautiful SuperSoft Peruvian Pima Cotton Men's Over-the-Calf Argyles - RARE,Socks,70.0,2,0.014107825534525335
2082,Warner's Womens This is Not A Bra Strapless Bra,Intimates,70.0,2,0.014107825534525335
2083,Volcom Men's Kinkade 5 Pocket Jean,Jeans,70.0,1,0.014107825534525335
2084,Speedo Women's Lycra Modern Classic Fit Shelf Bra Ultraback Swimsuit,Swim,70.0,1,0.014107825534525335
2085,Savile Row Men's Grey Navy Check Flat Woven Pajamas,Sleep & Lounge,70.0,1,0.014107825534525335
2086,bSoft Chubby Bird Midnight Bamboo Flannel Pajama,Sleep & Lounge,70.0,1,0.014107825534525335
2087,neff Juniors Adventure,Fashion Hoodies & Sweatshirts,70.0,1,0.014107825534525335
2088,Eberjey Fanny Camisole Black,Intimates,70.0,1,0.014107825534525335
2089,Speedo Womens Plus Size Xtra Life Lycra Piped Empire Swimsuit,Swim,70.0,1,0.014107825534525335
2090,Savile Row Mens Blue Green Check Brushed Pajamas,Sleep & Lounge,70.0,1,0.014107825534525335
2091,Toes on the Nose Women's Bandeau Tankini Top,Swim,70.0,1,0.014107825534525335
2092,Life is good. Womens Softwash Zippity - LIG - Sky - XL,Fashion Hoodies & Sweatshirts,70.0,1,0.014107825534525335
2093,Xtreme Couture Men's Glide Zip Hoodie,Fashion Hoodies & Sweatshirts,70.0,1,0.014107825534525335
2094,Cosabella Women's Talco Long V Neck Camisole,Intimates,70.0,1,0.014107825534525335
2095,prAna Men's Nemesis Knicker,Active,70.0,1,0.014107825534525335
2096,prAna Men's Bronson 32-Inch Inseam Pant,Pants,70.0,1,0.014107825534525335
2097,Dickies DX200 11-inch Relaxed Fit Carpenter Short,Shorts,70.0,2,0.014107825534525335
2098,Ibex Men's Woolies Short Sleeve Tee,Underwear,70.0,1,0.014107825534525335
2099,Eurosocks Patented Recovery Graduated Compression Sock,Active,70.0,2,0.014107825534525335
2100,UltraClub Adult Cool-N-Dry Sport Polo Shirt. 8405,Tops & Tees,69.98999786376953,1,0.014105809700340878
2101,Solid Zero Twist Terry Loop Women's Bathrobe 100% Cotton Terry Cloth Short Fuchsia One Size,Sleep & Lounge,69.98999786376953,1,0.014105809700340878
2102,Shaper Corset Small Mini Brocade Underbust Steel Boned Corset Tight Lacing Waist Training Cincher SC10014,Intimates,69.98999786376953,1,0.014105809700340878
2103,Adidas Golf A86 ClimaLite Tour Pique L-Sleeve Polo,Tops & Tees,69.98999786376953,1,0.014105809700340878
2104,Alex Cannon Men's Sleeveless Full Zip Vest Jacket,Sweaters,69.98999786376953,1,0.014105809700340878
2105,Calvin Klein Sportswear Men's Marled Trim Crew Neck Sweater,Sweaters,69.98999786376953,1,0.014105809700340878
2106,F/X Fusion Big Mens 1/4 Zip Vertical Mock Sweater,Sweaters,69.98999786376953,1,0.014105809700340878
2107,Levi's Men's Washed Bomber Jacket,Outerwear & Coats,69.98999786376953,1,0.014105809700340878
2108,Fishworks Quatro Boardshorts,Shorts,69.98999786376953,1,0.014105809700340878
2109,Men's Extra Thick Terry Cotton Shawl Collar Bathrobe,Sleep & Lounge,69.98999786376953,1,0.014105809700340878
2110,Alex Cannon Men's Multi Argyle Sweater,Sweaters,69.98999786376953,1,0.014105809700340878
2111,Polo Ralph Lauren Mens Grey Flannel Flat Front Dress Pants Italian Fabric,Pants,69.98999786376953,1,0.014105809700340878
2112,Alex Cannon Men's Textured Zig Zag Sweater,Sweaters,69.98999786376953,1,0.014105809700340878
2113,Carhartt Women's Womens Sandstone Berkley Vest,Outerwear & Coats,69.98999786376953,1,0.014105809700340878
2114,Noble Mount Mens 2-Pack Knit Sleep/Lounge Pants - Patterns and Sizes Available,Sleep & Lounge,69.9800033569336,2,0.014103795403787377
2115,Russell Athletic Big & Tall Men's Big-Tall Micro-fiber Track Jacket,Outerwear & Coats,69.9800033569336,2,0.014103795403787377
2116,Classic Satin Embroidered Pajamas Set: Robe Cami Top Pants & Sleep Mask,Sleep & Lounge,69.9800033569336,2,0.014103795403787377
2117,H.E. By Mango Men's Double Collar Cotton Sweater - Sucre7,Sweaters,69.9800033569336,2,0.014103795403787377
2118,Woman Within Plus Size Jacket in soft plush velour with babydoll shape,Fashion Hoodies & Sweatshirts,69.9800033569336,2,0.014103795403787377
2119,Lucky Brand Men's Vintage Straight Denim Jeans,Jeans,69.9800033569336,1,0.014103795403787377
2120,Only Necessities Plus Size Silky soft tricot 2-pc pjs,Sleep & Lounge,69.9800033569336,2,0.014103795403787377
2121,Suit Studio Garden Grove Skirt Suit,Suits,69.9800033569336,1,0.014103795403787377
2122,Polo Ralph Lauren Men's Cargo Shorts-Blue,Shorts,69.9800033569336,1,0.014103795403787377
2123,Suit Studio Garden Grove Skirt Suit - 2 Piece,Suits,69.9800033569336,1,0.014103795403787377
2124,Isotoner Women's Classic Warm Lined Gloves Get Ready For Winter Sale Black (One Size Fits All),Accessories,69.9800033569336,2,0.014103795403787377
2125,Anne Klein Women's Petite Tweed Jacket,Blazers & Jackets,69.97000122070312,1,0.01410177956960292
2126,Roxy Women's Deer Creek Hoodie Sweatshirt-Blue,Fashion Hoodies & Sweatshirts,69.95999908447266,2,0.014099763735418464
2127,IZOD Men's Varsity Allover Stripe Sweater,Sweaters,69.95999908447266,2,0.014099763735418464
2128,Men's Single Breasted Two Button Olive Dress Suit,Suits & Sport Coats,69.94999694824219,1,0.014097747901234005
2129,Spa & Resort 14oz Hooded Terry Bathrobe. 5 Colors Available. Robe Weight - 4 Pounds Dry.,Sleep & Lounge,69.94999694824219,1,0.014097747901234005
2130,Columbia Men's Super Bonehead Classic Long Sleeve Shirt,Active,69.94999694824219,1,0.014097747901234005
2131,Men's 2 Button Super 150s Extra Fine Brown Dress Suit with Flat Front Pants,Suits & Sport Coats,69.94999694824219,1,0.014097747901234005
2132,XXL Terry Velour Bathrobe 51 Length Long Sleeves Available in 9 Colors,Sleep & Lounge,69.94999694824219,1,0.014097747901234005
2133,Men's Single Breasted Two Button Gray Dress Suit,Suits & Sport Coats,69.94999694824219,1,0.014097747901234005
2134,Men's 2 Button Super 150s Extra Fine Black Dress Suit with Flat Front Pants,Suits & Sport Coats,69.94999694824219,1,0.014097747901234005
2135,Propper Black Lightweight Tactical Shorts F523350001,Shorts,69.94999694824219,1,0.014097747901234005
2136,Men's Super 150s Single Breasted Two Button Navy Tonal Stripe Dress Suit Flat Front,Suits & Sport Coats,69.94999694824219,1,0.014097747901234005
2137,Elwood Clothing Men's Connley Cardigan,Sweaters,69.94999694824219,1,0.014097747901234005
2138,Men's New York,Accessories,69.94999694824219,1,0.014097747901234005
2139,Men's Single Breasted Three Button Black Dress Suit,Suits & Sport Coats,69.94999694824219,1,0.014097747901234005
2140,QuinceaÃ±era Mega Full Bridal Wedding Slip Quince(444V),Intimates,69.94999694824219,1,0.014097747901234005
2141,Belly Bandit Original,Maternity,69.94999694824219,1,0.014097747901234005
2142,Men's 2 Button Prontomoda Elite Gray Wool Rich Jacket,Suits & Sport Coats,69.94999694824219,1,0.014097747901234005
2143,Men's Single Breasted 3 Button Black Pinstripe Super 150's Wool Feel Dress Suit,Suits & Sport Coats,69.94999694824219,1,0.014097747901234005
2144,Callaway Big and Tall Moisture Release Cargo Short,Shorts,69.87999725341797,1,0.014083640137204718
2145,adidas Women's Adifit Capri Pant,Active,69.83000183105469,1,0.014073564041544346
2146,Kenneth Cole Reaction Men's Bonded Gunflap Walker Jacket,Outerwear & Coats,69.66999816894531,1,0.014041316845116857
2147,IZOD Men's Madison Premium Pleated Chino Pant,Pants,69.5,1,0.014007055352135868
2148,Men's Polo Sport by Ralph Lauren Swimming Trunks Bathing Suit Red with Navy Pony,Swim,69.5,1,0.014007055352135868
2149,Calvin Klein Sportswear Men's Terry Knit Cargo Short,Shorts,69.5,1,0.014007055352135868
2150,Hurley Men's Zipped Fleece,Fashion Hoodies & Sweatshirts,69.5,1,0.014007055352135868
2151,Polo Ralph Lauren Men's Khakis Pleated Dress Shorts Black 1364496-RLBLACK,Shorts,69.5,1,0.014007055352135868
2152,Billabong Venice L/S Shirt,Fashion Hoodies & Sweatshirts,69.5,1,0.014007055352135868
2153,Calvin Klein Jeans Men's Abraided Rocker,Jeans,69.5,1,0.014007055352135868
2154,Enro Non-Iron Pinpoint Oxford Dress Shirt,Tops & Tees,69.5,1,0.014007055352135868
2155,Plan B Men's Pajama Straight Fit Denim,Sleep & Lounge,69.5,1,0.014007055352135868
2156,Calvin Klein Jeans Men's Ripstop Cargo Short,Shorts,69.5,1,0.014007055352135868
2157,Calvin Klein Jeans Men's Long Sleeve Stand Collar Sweater,Sweaters,69.5,1,0.014007055352135868
2158,Rip Curl Men's Mirage Hektic Short,Swim,69.5,1,0.014007055352135868
2159,Volcom Men's Burn Around Long Sleeve,Tops & Tees,69.5,1,0.014007055352135868
2160,Dollhouse Whiskered Button-Flap Flare Jeans,Jeans,69.5,2,0.014007055352135868
2161,Men's Polo by Ralph Lauren Swimming Trunks Bathing Suit Yellow with Navy Pony,Swim,69.5,1,0.014007055352135868
2162,Billabong Puff Lt Weight Jacket Black Mens,Suits & Sport Coats,69.5,1,0.014007055352135868
2163,Kenneth Cole Men's Military Stripe Shirt,Tops & Tees,69.5,1,0.014007055352135868
2164,Quiksilver Men's Cypher Ando Flint Boardshort,Swim,69.5,1,0.014007055352135868
2165,Calvin Klein Sportswear Men's Garment Overdye Cargo Short,Shorts,69.5,1,0.014007055352135868
2166,O'Neill Men's Hyperfreak Boardshort,Swim,69.5,1,0.014007055352135868
2167,Quiksilver Men's Static Hoodie Sweater,Fashion Hoodies & Sweatshirts,69.5,1,0.014007055352135868
2168,Calvin Klein Women's Rib Knit Combo Blouse,Tops & Tees,69.5,1,0.014007055352135868
2169,Hurley Men's Phantom Freight Boardwalk Walkshort,Shorts,69.5,1,0.014007055352135868
2170,O'Neill Men's Hyperfreak Board-Shorts,Swim,69.5,1,0.014007055352135868
2171,Calvin Klein Jeans Women's Solid Flyaway Shirt,Tops & Tees,69.5,1,0.014007055352135868
2172,Quiksilver Men's Sequel Stretch Jean,Pants,69.5,1,0.014007055352135868
2173,IZOD Men's Ultimate Travel Pant,Pants,69.5,1,0.014007055352135868
2174,Quiksilver Waterman Men's Tofino Beach,Fashion Hoodies & Sweatshirts,69.5,1,0.014007055352135868
2175,Hurley Men's 84 Slim Denim Pant,Jeans,69.44999694824219,1,0.013996977718844538
2176,Volcom Slergo Denim Pant - Men's,Jeans,69.44999694824219,1,0.013996977718844538
2177,Hanro Men's Camden Woven Short,Sleep & Lounge,69.30000305175781,1,0.013966747894232464
2178,G-Star Men's Hockney Hooded Sweater,Sweaters,69.30000305175781,1,0.013966747894232464
2179,Tri-Mountain Womens 100% polyester mesh fleece hooded jacket.,Fashion Hoodies & Sweatshirts,69.19999694824219,1,0.013946592627649806
2180,Dept Denim Department Women's Peid De Coco Tweed Blazer,Blazers & Jackets,69.16000366210938,1,0.01393853236617389
2181,Ever Pretty Women's Vine Paisley Long Dress,Dresses,69.0,1,0.013906285169746402
2182,Canterbury Of New Zealand Men's Newman Moleskin Five Pocket Pant,Pants,69.0,1,0.013906285169746402
2183,Oscar de la Renta Women's Fun And Flirty Flyaway Babydoll,Intimates,69.0,1,0.013906285169746402
2184,Glamourmom Nursing Bra Nightgown,Maternity,69.0,1,0.013906285169746402
2185,Ever Pretty Women's Ella Classic Long Dress,Dresses,69.0,1,0.013906285169746402
2186,American Apparel Poly-Viscose Welt Pocket Pant,Pants,69.0,1,0.013906285169746402
2187,Seven7 Women's Skinny Snake77 Stone Jean,Jeans,69.0,1,0.013906285169746402
2188,Coolibar UPF 50+ Men's Long-Sleeve Crewneck Swim Shirt,Swim,69.0,1,0.013906285169746402
2189,LRG The Chronicle Classic 47 Fit Jeans in Raw Black Wash,Jeans,69.0,1,0.013906285169746402
2190,Bush Poplin Drawstring Shorts,Shorts,69.0,1,0.013906285169746402
2191,LRG Core Collection Layering Pullover Hoodie - Men's,Fashion Hoodies & Sweatshirts,69.0,1,0.013906285169746402
2192,Lrg Split Tek Zip Up Hoodie,Fashion Hoodies & Sweatshirts,69.0,1,0.013906285169746402
2193,SASSYBAX Booty Boosting Legging Body Shaper,Intimates,69.0,1,0.013906285169746402
2194,bebe High Waist Vintage Short,Shorts,69.0,1,0.013906285169746402
2195,RUDE Black Red Speckle Zip Hoodie,Fashion Hoodies & Sweatshirts,69.0,2,0.013906285169746402
2196,SASSYBAX Armed and Dangerous Body Shaper,Intimates,69.0,1,0.013906285169746402
2197,Hoback River Shorts,Shorts,69.0,1,0.013906285169746402
2198,Original Penguin Men's Zip Fly Short,Shorts,69.0,1,0.013906285169746402
2199,Buffalo by David Bitton Men's Nizom Hoodie,Fashion Hoodies & Sweatshirts,69.0,1,0.013906285169746402
2200,Huafeng Sexy V-neck Lace Slim Dresses Womens,Dresses,69.0,1,0.013906285169746402
2201,Nantucket Blues Patchwork Madras Shorts,Shorts,69.0,1,0.013906285169746402
2202,Buffalo by David Bitton Men's Nosto Sweater,Fashion Hoodies & Sweatshirts,69.0,1,0.013906285169746402
2203,Rude True Black Super Skinny Jeans,Jeans,69.0,2,0.013906285169746402
2204,Eco-Friendly Slouchy Pleated Long Sleeved Dual Maternity and Nursing Top,Maternity,69.0,1,0.013906285169746402
2205,GUESS Staple Sateen Shorts,Shorts,69.0,1,0.013906285169746402
2206,Woolrich Women's Stone Bluff Capris,Pants & Capris,69.0,1,0.013906285169746402
2207,Chaus Women's Solid Boat Neck Sweater,Sweaters,69.0,1,0.013906285169746402
2208,Betsey Johnson Women's Tricot With Tulle Ruffled Babydoll,Intimates,69.0,1,0.013906285169746402
2209,Chaus Women's Metro Denim Solid Skinny Jean,Jeans,69.0,1,0.013906285169746402
